Date,Plant_ID,Product_Line,Production_Quantity,Defective_Units,Downtime_Hours,Machine_Utilization_%,Energy_Cost,Labor_Cost,Maintenance_Cost,Total_Production_Cost,Sales_Quantity,Revenue,Order_Fulfillment_%,Region
2025-03-28,Chennai_02,Gear_Assembly,1484,47,1.2,70.6,48397,82883,17291,148571,1422,1077876,97.3,Europe
2025-03-29,Bengaluru_04,Axle_Component,999,46,2.3,77.1,47182,65298,7923,120403,981,656289,95.2,Europe
2025-03-30,Gurgaon_03,Axle_Component,1006,35,0.7,71.2,48353,94082,22882,165317,959,716373,93.5,Asia
2025-03-31,Chennai_02,Axle_Component,1541,53,2.6,92.4,48543,77615,8466,134624,1480,1135160,97.8,Europe
2025-04-01,Gurgaon_03,Gear_Assembly,1116,8,1.2,87.5,43106,76826,8652,128584,1070,743650,96.1,India
2025-04-02,Pune_01,EV_Differential,1180,58,1.6,94.2,44290,70599,21342,136231,1160,859560,98.3,Europe
2025-04-03,Pune_01,Gear_Assembly,1297,32,2.5,78.6,52304,74269,20778,147351,1252,830076,89.8,Asia
2025-04-04,Bengaluru_04,EV_Differential,1762,20,0.9,93.5,56164,79414,21327,156905,1702,1278202,92.3,Europe
2025-04-05,Pune_01,Axle_Component,1045,56,1.9,81.4,57744,89041,10590,157375,1014,740220,98.5,India
2025-04-06,Chennai_02,Motor_Shaft,1240,11,2.3,72.8,57490,78107,9560,145157,1178,985986,89.8,India
2025-04-07,Bengaluru_04,Gear_Assembly,1301,30,1.3,71.0,58729,77744,11386,147859,1284,1028484,96.8,Asia
2025-04-08,Bengaluru_04,Gear_Assembly,1610,31,2.6,73.7,56659,65507,8436,130602,1585,1185580,89.7,Europe
2025-04-09,Gurgaon_03,Axle_Component,1220,21,2.3,78.0,59495,80848,10715,151058,1181,953067,91.5,Asia
2025-04-10,Bengaluru_04,Axle_Component,1021,40,3.2,76.9,36478,71396,15448,123322,954,705006,98.7,India
2025-04-11,Chennai_02,Motor_Shaft,843,12,3.3,81.7,47177,75846,14933,137956,804,721992,97.8,Asia
2025-04-12,Pune_01,Axle_Component,1429,34,0.6,94.6,51788,90419,16974,159181,1391,1126710,94.2,India
2025-04-13,Gurgaon_03,Motor_Shaft,1491,43,1.8,71.4,53690,90734,23081,167505,1444,1175416,98.0,Europe
2025-04-14,Gurgaon_03,Motor_Shaft,1322,8,1.2,76.6,41748,71103,24857,137708,1269,984744,94.9,India
2025-04-15,Gurgaon_03,EV_Differential,884,59,1.4,91.7,40798,74627,15415,130840,824,632832,93.3,Asia
2025-04-16,Pune_01,Motor_Shaft,1215,9,2.6,89.1,43671,76706,24737,145114,1167,899757,88.9,India
2025-04-17,Gurgaon_03,Gear_Assembly,1186,23,3.1,76.1,43226,76781,12515,132522,1139,826914,98.5,Europe
2025-04-18,Bengaluru_04,Axle_Component,921,24,2.2,70.2,51940,94831,18279,165050,845,751205,90.2,Asia
2025-04-19,Pune_01,EV_Differential,1126,19,3.2,90.6,36813,76671,21308,134792,1073,697450,91.6,Asia
2025-04-20,Bengaluru_04,Axle_Component,1168,29,3.8,94.6,36689,91093,10917,138699,1118,908934,91.9,Europe
2025-04-21,Chennai_02,Gear_Assembly,1764,47,0.7,93.2,53203,92281,22674,168158,1695,1206840,95.4,Europe
2025-04-22,Bengaluru_04,Gear_Assembly,1471,51,1.9,86.3,42235,82197,9031,133463,1395,1120185,94.6,Europe
2025-04-23,Chennai_02,EV_Differential,1068,9,0.8,74.5,59942,84281,16281,160504,1014,773682,91.7,Europe
2025-04-24,Pune_01,Motor_Shaft,910,59,3.2,94.8,40428,71681,13893,126002,887,680329,96.0,India
2025-04-25,Pune_01,Gear_Assembly,1738,59,2.6,70.4,46538,75065,17171,138774,1670,1138940,97.2,Europe
2025-04-26,Bengaluru_04,EV_Differential,925,53,3.9,92.3,35126,70602,24575,130303,878,637428,94.8,Asia
2025-04-27,Chennai_02,Axle_Component,1339,52,3.2,94.9,37887,74654,11086,123627,1304,1148824,89.4,India
2025-04-28,Pune_01,Motor_Shaft,1462,55,2.8,82.1,40014,66375,8181,114570,1435,1056160,90.7,India
2025-04-29,Pune_01,Gear_Assembly,1718,31,2.5,75.3,39530,82065,8073,129668,1661,1217513,95.7,Europe
2025-04-30,Pune_01,EV_Differential,908,35,1.2,82.8,51172,78900,18440,148512,879,659250,98.0,India
2025-05-01,Bengaluru_04,EV_Differential,1761,29,1.6,80.4,46594,83680,14164,144438,1714,1342062,88.3,Asia
2025-05-02,Chennai_02,Axle_Component,1570,59,2.5,71.5,40650,77433,16456,134539,1526,1280314,95.1,India
2025-05-03,Pune_01,EV_Differential,1307,47,2.6,77.9,35220,79226,11818,126264,1273,846545,91.3,India
2025-05-04,Pune_01,Motor_Shaft,1714,37,1.4,75.0,36462,86905,22905,146272,1660,1299780,94.5,Asia
2025-05-05,Bengaluru_04,EV_Differential,847,47,0.8,74.3,49877,75232,11476,136585,823,537419,95.1,India
2025-05-06,Pune_01,EV_Differential,953,8,1.4,78.3,41008,72987,10332,124327,924,672672,95.3,Asia
2025-05-07,Pune_01,EV_Differential,1571,46,3.1,75.2,39712,94703,7066,141481,1499,1137741,88.6,Asia
2025-05-08,Pune_01,Gear_Assembly,1410,41,1.0,91.5,55855,77940,23932,157727,1349,1143952,91.4,Europe
2025-05-09,Gurgaon_03,Axle_Component,1631,43,0.8,79.6,35178,83628,24118,142924,1591,1315757,91.6,Europe
2025-05-10,Pune_01,EV_Differential,929,29,3.1,84.4,36129,93022,8605,137756,853,712255,89.6,Europe
2025-05-11,Chennai_02,Axle_Component,991,9,1.3,80.1,52874,65893,8390,127157,920,729560,96.9,India
2025-05-12,Bengaluru_04,Gear_Assembly,1016,48,3.6,91.2,58472,70586,9917,138975,1000,679000,91.7,India
2025-05-13,Bengaluru_04,Gear_Assembly,1031,55,1.4,77.9,50859,88122,8577,147558,1005,844200,98.2,Europe
2025-05-14,Gurgaon_03,Motor_Shaft,1345,40,1.0,87.3,41358,83565,8462,133385,1290,1033290,90.5,Europe
2025-05-15,Gurgaon_03,Motor_Shaft,1281,32,3.3,91.5,41221,88474,14769,144464,1224,820080,95.5,Europe
2025-05-16,Chennai_02,Gear_Assembly,1127,55,3.8,77.8,40178,80240,10968,131386,1089,914760,88.9,Asia
2025-05-17,Bengaluru_04,Gear_Assembly,1178,7,1.1,71.3,53714,83138,7463,144315,1125,828000,89.9,Europe
2025-05-18,Chennai_02,EV_Differential,1728,54,1.9,84.4,57202,81766,18695,157663,1714,1194658,97.1,Europe
2025-05-19,Chennai_02,Gear_Assembly,915,18,2.8,87.4,50454,84323,18891,153668,883,645473,92.5,Asia
2025-05-20,Chennai_02,Gear_Assembly,878,10,1.7,91.6,45486,89327,21894,156707,808,653672,99.0,India
2025-05-21,Pune_01,EV_Differential,1345,19,1.8,78.6,58649,74297,8990,141936,1305,1097505,93.6,Asia
2025-05-22,Chennai_02,Axle_Component,1146,58,2.2,81.3,50960,93215,18357,162532,1076,961944,97.0,India
2025-05-23,Bengaluru_04,Motor_Shaft,1433,53,1.0,76.9,53934,69225,23980,147139,1385,1211875,96.2,India
2025-05-24,Gurgaon_03,EV_Differential,1124,9,3.7,78.6,48799,91312,13852,153963,1073,894882,89.2,Europe
2025-05-25,Bengaluru_04,Motor_Shaft,1631,26,3.1,74.2,44637,75490,9925,130052,1604,1154880,98.2,India
2025-05-26,Pune_01,Axle_Component,931,8,1.3,71.8,45298,66567,17400,129265,894,674970,89.2,Asia
2025-05-27,Chennai_02,Axle_Component,1601,27,3.1,76.9,49348,76703,20329,146380,1538,1313452,96.1,Europe
2025-05-28,Gurgaon_03,EV_Differential,1225,21,3.5,91.7,35498,67809,11961,115268,1158,978510,98.9,Asia
2025-05-29,Chennai_02,Gear_Assembly,1095,10,1.4,83.5,41637,93464,15243,150344,1057,843486,93.9,India
2025-05-30,Gurgaon_03,Gear_Assembly,1643,46,1.3,90.5,54583,92155,13103,159841,1607,1309705,98.9,Asia
2025-05-31,Pune_01,EV_Differential,1335,51,1.1,80.7,38768,74142,14995,127905,1264,858256,92.8,Europe
2025-06-01,Bengaluru_04,Motor_Shaft,1212,55,1.7,72.7,48854,88709,9159,146722,1185,1061760,98.9,Asia
2025-06-02,Chennai_02,Gear_Assembly,1784,19,3.2,73.1,50927,66910,21904,139741,1731,1514625,98.0,India
2025-06-03,Pune_01,Axle_Component,1652,33,0.9,74.3,44088,87746,22124,153958,1590,1057350,89.9,India
2025-06-04,Chennai_02,Axle_Component,1337,20,0.9,90.9,40823,93536,18962,153321,1305,1023120,90.2,Europe
2025-06-05,Bengaluru_04,Gear_Assembly,961,50,3.8,88.9,48327,89902,9706,147935,950,626050,90.1,India
2025-06-06,Pune_01,Axle_Component,1637,26,3.1,86.1,51821,86230,17740,155791,1570,1329790,96.7,Asia
2025-06-07,Pune_01,EV_Differential,1078,27,1.5,93.9,52451,81410,13937,147798,1033,783014,97.4,Europe
2025-06-08,Pune_01,EV_Differential,1628,6,3.2,72.7,47886,73997,14798,136681,1590,1276770,96.4,Europe
2025-06-09,Gurgaon_03,EV_Differential,1345,37,3.8,92.9,45754,88865,17833,152452,1293,1013712,97.0,India
2025-06-10,Chennai_02,Axle_Component,1535,10,1.7,73.7,39321,90245,20204,149770,1466,1257828,92.7,Europe
2025-06-11,Gurgaon_03,Gear_Assembly,1481,55,2.7,85.0,53984,87559,19861,161404,1445,978265,90.2,Asia
2025-06-12,Gurgaon_03,Motor_Shaft,1241,6,1.8,82.9,50630,85056,14382,150068,1172,786412,88.8,Asia
2025-06-13,Pune_01,Gear_Assembly,873,29,2.6,76.0,54621,69136,23727,147484,824,625416,91.3,India
2025-06-14,Bengaluru_04,EV_Differential,1624,6,1.9,76.1,42127,68720,22696,133543,1598,1224068,94.3,Asia
2025-06-15,Bengaluru_04,Motor_Shaft,1514,25,2.4,92.1,35151,90161,24296,149608,1487,1027517,89.8,India
2025-06-16,Pune_01,Motor_Shaft,1328,13,3.6,72.9,58889,72162,15055,146106,1272,961632,88.6,India
2025-06-17,Gurgaon_03,Gear_Assembly,1582,32,1.3,88.6,49259,79873,20016,149148,1547,1242241,90.9,India
2025-06-18,Chennai_02,Axle_Component,1492,7,1.7,92.7,39368,89480,21923,150771,1434,1194522,91.8,Europe
2025-06-19,Pune_01,Gear_Assembly,1465,39,4.0,89.8,55085,79086,16261,150432,1410,1056090,96.9,India
2025-06-20,Chennai_02,Motor_Shaft,928,53,0.6,71.6,35143,75681,14367,125191,890,783200,91.9,Europe
2025-06-21,Pune_01,Motor_Shaft,1610,30,1.2,77.3,56017,84576,23684,164277,1538,1298072,98.6,India
2025-06-22,Chennai_02,Gear_Assembly,1313,18,3.3,77.5,56209,73747,22116,152072,1278,1019844,90.3,Asia
2025-06-23,Chennai_02,EV_Differential,886,19,1.7,79.7,41447,70499,13273,125219,857,716452,98.3,Europe
2025-06-24,Bengaluru_04,Axle_Component,1121,40,2.0,77.7,46819,82916,8996,138731,1048,784952,89.3,Europe
2025-06-25,Chennai_02,Motor_Shaft,1172,55,1.2,83.9,50378,66797,9131,126306,1136,797472,89.0,Europe
2025-06-26,Gurgaon_03,EV_Differential,1322,19,2.0,74.1,35534,91292,10364,137190,1304,865856,89.5,Asia
2025-06-27,Pune_01,Motor_Shaft,1204,12,1.6,84.0,43007,66641,23855,133503,1160,890880,98.5,Asia
2025-06-28,Chennai_02,Axle_Component,1605,48,0.8,83.3,41665,77921,8936,128522,1579,1332676,91.3,Europe
2025-06-29,Pune_01,Axle_Component,1670,8,1.1,87.7,40204,93885,14288,148377,1657,1211267,96.0,Asia
2025-06-30,Bengaluru_04,EV_Differential,1129,38,1.1,78.2,54902,92518,13795,161215,1118,734526,91.1,India
2025-07-01,Bengaluru_04,Motor_Shaft,1268,24,1.4,89.4,44065,85939,17492,147496,1245,1106805,92.8,India
2025-07-02,Chennai_02,EV_Differential,1035,54,0.7,92.3,41998,93806,20440,156244,1000,815000,97.2,India
2025-07-03,Bengaluru_04,Motor_Shaft,1355,14,3.7,70.3,53064,94746,15433,163243,1308,1047708,91.6,India
2025-07-04,Bengaluru_04,Motor_Shaft,1652,43,2.2,80.7,59503,67779,7755,135037,1595,1102145,90.1,Asia
2025-07-05,Pune_01,Axle_Component,1737,36,3.9,81.7,54222,65737,13200,133159,1676,1476556,97.2,India
2025-07-06,Gurgaon_03,Axle_Component,1254,44,3.8,76.3,58456,83660,11497,153613,1215,997515,90.5,Europe
2025-07-07,Bengaluru_04,EV_Differential,938,6,3.9,91.6,35942,69620,23195,128757,887,706052,95.5,Asia
2025-07-08,Gurgaon_03,Motor_Shaft,1078,58,1.1,72.4,35545,79132,20304,134981,1061,707687,98.0,India
2025-07-09,Chennai_02,Motor_Shaft,981,17,1.6,75.5,37663,92514,22033,152210,970,826440,96.2,Asia
2025-07-10,Pune_01,EV_Differential,1781,16,0.8,87.1,47569,84543,20515,152627,1756,1404800,94.4,India
2025-07-11,Bengaluru_04,Gear_Assembly,1796,17,2.8,92.5,37892,86672,12812,137376,1737,1375704,90.2,Europe
2025-07-12,Gurgaon_03,Axle_Component,1723,36,1.5,85.6,51099,83260,14787,149146,1688,1414544,88.4,India
2025-07-13,Pune_01,Axle_Component,1036,49,2.0,91.2,53892,86142,9682,149716,1011,880581,96.5,Europe
2025-07-14,Pune_01,Motor_Shaft,1208,48,2.1,90.4,36007,87880,14688,138575,1187,852266,98.0,Asia
2025-07-15,Bengaluru_04,Axle_Component,898,9,3.9,74.7,54049,82772,9637,146458,847,690305,91.0,India
2025-07-16,Gurgaon_03,Axle_Component,904,12,3.7,94.9,48994,71520,7654,128168,857,678744,88.7,Europe
2025-07-17,Chennai_02,Gear_Assembly,1321,16,3.8,93.0,48135,73167,14448,135750,1276,957000,92.8,India
2025-07-18,Pune_01,Motor_Shaft,1738,39,2.4,86.3,43417,85584,8997,137998,1725,1279950,94.7,India
2025-07-19,Chennai_02,Gear_Assembly,827,46,3.7,75.8,54177,88718,9911,152806,801,609561,98.5,Europe
2025-07-20,Chennai_02,Motor_Shaft,1557,43,0.6,78.5,36173,92779,15624,144576,1489,1265650,94.4,Europe
2025-07-21,Chennai_02,EV_Differential,1271,44,2.8,71.0,44118,76630,9607,130355,1211,838012,93.5,India
2025-07-22,Bengaluru_04,Motor_Shaft,879,51,3.0,81.1,50823,78247,11573,140643,840,682920,96.3,India
2025-07-23,Chennai_02,Motor_Shaft,1553,59,2.0,72.8,56972,83231,13851,154054,1500,1212000,90.4,Asia
2025-07-24,Pune_01,Axle_Component,1006,27,3.9,82.8,50504,68057,11428,129989,978,789246,94.8,Asia
2025-07-25,Chennai_02,Axle_Component,1667,24,3.2,81.8,50366,93408,13571,157345,1590,1085970,97.0,Europe
2025-07-26,Chennai_02,Axle_Component,841,45,1.1,92.3,57921,78833,8381,145135,772,599844,88.6,India
2025-07-27,Bengaluru_04,EV_Differential,1542,18,1.1,71.0,51136,66168,19356,136660,1475,1230150,90.1,India
2025-07-28,Bengaluru_04,Motor_Shaft,970,23,3.2,70.3,49157,70111,13752,133020,899,782130,96.7,Asia
2025-07-29,Bengaluru_04,Motor_Shaft,894,10,3.7,89.6,45458,78844,11175,135477,829,735323,93.6,Asia
2025-07-30,Chennai_02,EV_Differential,955,9,1.0,84.5,49021,78368,12724,140113,927,720279,95.8,India
2025-07-31,Gurgaon_03,Motor_Shaft,1076,39,0.8,73.9,47926,85716,7997,141639,1012,871332,91.5,India
2025-08-01,Chennai_02,EV_Differential,983,59,3.0,79.8,59948,70616,22958,153522,908,606544,98.4,Europe
2025-08-02,Chennai_02,Gear_Assembly,1353,46,3.8,89.7,39378,76182,7574,123134,1282,960218,96.2,India
2025-08-03,Gurgaon_03,Motor_Shaft,1172,58,2.4,83.3,59099,71567,19716,150382,1159,1018761,89.4,Asia
2025-08-04,Bengaluru_04,Axle_Component,1527,33,1.3,83.6,39109,83244,24106,146459,1506,1293654,92.1,Europe
2025-08-05,Gurgaon_03,Gear_Assembly,1008,5,1.7,80.8,49606,75139,24303,149048,939,762468,94.3,Europe
2025-08-06,Pune_01,Axle_Component,1459,5,1.2,88.8,52929,66070,8850,127849,1388,1043776,93.6,Asia
2025-08-07,Bengaluru_04,Motor_Shaft,1727,31,3.0,86.4,35988,94777,8502,139267,1684,1212480,92.3,Asia
2025-08-08,Gurgaon_03,Gear_Assembly,1192,13,1.4,94.2,37594,86073,12517,136184,1153,752909,97.2,India
2025-08-09,Bengaluru_04,Axle_Component,993,47,1.1,76.7,39911,65403,20180,125494,946,665984,88.5,India
2025-08-10,Pune_01,Gear_Assembly,1496,35,2.2,78.0,55657,92433,13523,161613,1475,1109200,92.5,Asia
2025-08-11,Gurgaon_03,Motor_Shaft,907,21,1.3,87.0,52886,71130,14419,138435,864,731808,93.4,India
2025-08-12,Chennai_02,Gear_Assembly,1693,38,3.4,70.8,42857,76620,15177,134654,1652,1394288,98.3,Asia
2025-08-13,Chennai_02,Gear_Assembly,1378,16,2.2,75.5,44484,70495,18267,133246,1359,1195920,95.9,Asia
2025-08-14,Gurgaon_03,EV_Differential,1791,14,0.5,82.7,45775,68557,10587,124919,1758,1469688,92.6,India
2025-08-15,Pune_01,Axle_Component,1487,58,1.8,76.7,47760,76559,21796,146115,1410,979950,97.3,Europe
2025-08-16,Chennai_02,EV_Differential,1219,44,1.3,85.9,37817,68832,19467,126116,1144,801944,89.9,Europe
2025-08-17,Chennai_02,Motor_Shaft,1166,47,3.3,77.3,53827,90303,21419,165549,1118,740116,90.5,India
2025-08-18,Pune_01,Axle_Component,1324,14,1.0,88.8,38407,65639,7172,111218,1280,834560,90.9,Asia
2025-08-19,Gurgaon_03,Motor_Shaft,1638,57,2.5,85.8,45401,72746,18975,137122,1598,1156952,92.9,India
2025-08-20,Chennai_02,Motor_Shaft,1608,36,2.8,71.3,49799,81280,13539,144618,1560,1238640,93.0,Asia
2025-08-21,Pune_01,Gear_Assembly,890,50,3.2,90.2,49549,83259,16979,149787,844,589112,95.1,Asia
2025-08-22,Chennai_02,Gear_Assembly,932,43,3.4,72.1,49116,72645,19018,140779,859,676033,90.9,Europe
2025-08-23,Bengaluru_04,Axle_Component,881,27,1.1,72.6,35162,72777,21849,129788,859,702662,90.9,India
2025-08-24,Gurgaon_03,Axle_Component,980,43,3.4,85.7,38933,68385,7922,115240,945,734265,92.9,Europe
2025-08-25,Pune_01,Gear_Assembly,1349,9,3.8,85.3,57414,65223,13297,135934,1292,961248,94.3,India
2025-08-26,Chennai_02,EV_Differential,978,43,4.0,76.6,41207,77316,9419,127942,958,714668,99.0,Europe
2025-08-27,Gurgaon_03,EV_Differential,820,43,3.9,94.4,50523,69042,11433,130998,746,626640,89.4,Europe
2025-08-28,Bengaluru_04,Gear_Assembly,1696,29,3.1,84.7,45942,82458,19161,147561,1623,1381173,88.6,Asia
2025-08-29,Chennai_02,Axle_Component,1029,35,2.7,77.8,51885,91708,7048,150641,950,844550,92.0,Asia
2025-08-30,Pune_01,Motor_Shaft,1017,25,2.8,87.9,37283,80385,16799,134467,1003,665992,95.2,India
2025-08-31,Bengaluru_04,EV_Differential,1058,56,3.0,94.3,43399,92958,23532,159889,983,816873,96.1,Asia
2025-09-01,Chennai_02,Motor_Shaft,1157,50,3.8,78.8,57112,77916,22167,157195,1127,956823,98.0,Europe
2025-09-02,Pune_01,Axle_Component,1047,24,2.3,85.1,48560,81988,22965,153513,1012,796444,94.4,India
2025-09-03,Chennai_02,EV_Differential,1141,11,2.6,91.0,52231,69709,11507,133447,1084,883460,90.2,India
2025-09-04,Pune_01,EV_Differential,872,31,1.5,70.7,53224,71058,7726,132008,858,592878,90.3,India
2025-09-05,Gurgaon_03,Motor_Shaft,1613,6,2.9,91.5,44344,80958,18689,143991,1552,1244704,89.2,Europe
2025-09-06,Chennai_02,EV_Differential,1113,10,3.2,71.8,48393,68670,9251,126314,1082,742252,93.5,India
2025-09-07,Pune_01,EV_Differential,1562,5,0.6,93.8,47392,72938,11141,131471,1498,1084552,90.4,India
2025-09-08,Chennai_02,EV_Differential,1248,28,1.0,89.0,41683,66507,23335,131525,1223,865884,95.1,Asia
2025-09-09,Gurgaon_03,Axle_Component,1070,38,2.6,88.9,52987,82706,24482,160175,1020,900660,88.6,Europe
2025-09-10,Gurgaon_03,Gear_Assembly,1058,16,1.4,92.4,57372,81559,14169,153100,1017,794277,94.0,India
2025-09-11,Bengaluru_04,Axle_Component,827,17,1.6,74.7,40231,72965,9040,122236,763,660758,93.7,Europe
2025-09-12,Pune_01,EV_Differential,1439,55,1.0,86.1,40491,70795,17531,128817,1378,1143740,89.8,India
2025-09-13,Chennai_02,Motor_Shaft,865,25,1.3,71.4,36582,79374,8308,124264,802,592678,93.0,Europe
2025-09-14,Gurgaon_03,EV_Differential,1278,18,1.7,74.6,55655,65237,18110,139002,1211,1075368,97.8,Asia
2025-09-15,Gurgaon_03,EV_Differential,1010,41,3.4,81.2,51924,86894,12131,150949,996,727080,89.1,Asia
2025-09-16,Gurgaon_03,EV_Differential,868,49,1.3,85.6,39067,69195,16244,124506,834,660528,91.5,Asia
2025-09-17,Pune_01,Gear_Assembly,1660,8,2.7,73.7,58723,92878,7719,159320,1637,1276860,92.5,Asia
2025-09-18,Chennai_02,Axle_Component,901,49,2.5,92.8,58097,69207,22043,149347,840,576240,88.9,Asia
2025-09-19,Bengaluru_04,EV_Differential,1173,9,3.9,94.1,44247,88840,23925,157012,1135,885300,90.2,India
2025-09-20,Chennai_02,EV_Differential,1721,6,3.9,85.7,36560,76954,24548,138062,1668,1354416,97.0,India
2025-09-21,Chennai_02,EV_Differential,1557,45,2.8,88.2,45591,70073,15012,130676,1479,1045653,88.7,Asia
2025-09-22,Bengaluru_04,Axle_Component,1482,29,3.1,82.5,53174,91053,7885,152112,1418,1015288,99.0,Asia
2025-09-23,Pune_01,Motor_Shaft,1207,57,1.7,79.8,45955,67032,16699,129686,1132,747120,94.9,Asia
2025-09-24,Chennai_02,EV_Differential,899,44,0.6,86.1,42866,67013,23874,133753,860,565020,97.7,Europe
2025-09-25,Pune_01,Gear_Assembly,1075,44,3.5,80.2,41862,77159,11423,130444,1039,715871,95.0,Europe
2025-09-26,Chennai_02,Gear_Assembly,1695,54,0.5,80.6,55648,72968,19516,148132,1670,1122240,92.2,India
2025-09-27,Chennai_02,Axle_Component,1684,9,2.5,84.9,38022,76675,17912,132609,1652,1232392,93.4,Asia
2025-09-28,Pune_01,Motor_Shaft,1593,20,3.0,82.7,52136,75661,8392,136189,1578,1096710,97.9,Asia
2025-09-29,Bengaluru_04,Motor_Shaft,1722,45,2.2,74.8,36782,85925,13213,135920,1691,1513445,98.5,Europe
2025-09-30,Bengaluru_04,Gear_Assembly,1709,26,3.6,81.4,44137,81984,20012,146133,1690,1510860,91.3,India
2025-10-01,Gurgaon_03,Axle_Component,1697,29,3.7,87.8,40153,69898,17871,127922,1629,1171251,91.9,India
2025-10-02,Gurgaon_03,Gear_Assembly,1009,43,1.6,94.1,48122,71794,7120,127036,932,788472,98.7,Europe
2025-10-03,Pune_01,Motor_Shaft,1323,17,2.3,70.6,50383,68170,7355,125908,1303,1167488,96.8,India
2025-10-04,Gurgaon_03,Axle_Component,1454,35,1.3,70.5,48503,87175,17303,152981,1443,1155843,88.1,Asia
2025-10-05,Gurgaon_03,Gear_Assembly,1031,30,3.9,86.3,47031,80128,22663,149822,957,794310,94.8,Asia
2025-10-06,Chennai_02,EV_Differential,1605,27,1.0,72.9,39378,72529,10071,121978,1552,1162448,88.9,India
2025-10-07,Gurgaon_03,Gear_Assembly,1479,56,1.3,90.3,40057,92895,9262,142214,1440,1033920,91.2,Europe
2025-10-08,Pune_01,Gear_Assembly,1146,53,1.8,94.1,57950,68677,12796,139423,1077,732360,93.5,India
2025-10-09,Chennai_02,Axle_Component,1416,31,3.8,86.6,46796,90988,9739,147523,1362,999708,93.1,Europe
2025-10-10,Pune_01,Motor_Shaft,1459,54,0.9,89.1,44241,65453,16896,126590,1383,1208742,93.9,India
2025-10-11,Pune_01,Gear_Assembly,1707,52,1.1,94.1,41475,93253,9017,143745,1676,1260352,90.8,Europe
2025-10-12,Chennai_02,Gear_Assembly,1691,57,3.8,75.2,46367,83165,22520,152052,1632,1405152,94.0,Asia
2025-10-13,Bengaluru_04,Axle_Component,1516,49,0.5,94.1,49591,81125,7727,138443,1460,1198660,89.4,Asia
2025-10-14,Gurgaon_03,Axle_Component,1489,17,3.9,92.6,36550,73995,22166,132711,1411,1217693,91.5,Asia
2025-10-15,Bengaluru_04,Motor_Shaft,1104,22,3.5,84.8,55539,88862,16215,160616,1066,852800,97.4,Europe
2025-10-16,Pune_01,EV_Differential,952,25,3.8,82.8,37233,92021,11700,140954,923,744861,97.3,Europe
2025-10-17,Bengaluru_04,EV_Differential,1265,27,1.7,71.4,50847,70649,24480,145976,1223,989407,93.4,India
2025-10-18,Gurgaon_03,Gear_Assembly,1125,39,2.6,83.2,42875,90417,12972,146264,1105,817700,96.6,India
2025-10-19,Pune_01,Motor_Shaft,1182,53,0.6,78.1,48305,75255,8447,132007,1161,794124,92.9,Asia
2025-10-20,Gurgaon_03,Axle_Component,1584,36,1.4,81.4,44281,66672,11532,122485,1514,1233910,92.6,Asia
2025-10-21,Gurgaon_03,EV_Differential,1366,5,3.8,92.9,45702,73428,22385,141515,1343,1207357,97.6,Asia
2025-10-22,Gurgaon_03,Motor_Shaft,1342,28,1.2,77.0,44951,81269,21567,147787,1297,1082995,90.2,India
2025-10-23,Gurgaon_03,Motor_Shaft,1658,29,1.6,70.9,55333,87417,12959,155709,1629,1353699,95.4,Europe
2025-10-24,Chennai_02,EV_Differential,1659,39,1.8,90.9,46759,74190,19886,140835,1631,1286859,94.5,Europe
2025-10-25,Pune_01,EV_Differential,1262,33,2.4,71.9,38201,85563,22153,145917,1215,816480,97.3,Europe
2025-10-26,Gurgaon_03,Axle_Component,1303,6,0.9,91.9,46492,68345,22357,137194,1244,984004,93.4,Europe
2025-10-27,Pune_01,Gear_Assembly,1194,48,2.4,71.3,48389,88479,15266,152134,1146,772404,96.2,Europe
2025-10-28,Gurgaon_03,Gear_Assembly,1359,26,2.2,93.1,59031,94489,24558,178078,1337,959966,90.8,Asia
2025-10-29,Bengaluru_04,EV_Differential,1432,55,2.5,86.2,48969,88495,15434,152898,1380,1026720,93.6,Asia
2025-10-30,Chennai_02,Gear_Assembly,1195,40,2.5,78.3,52806,89982,9972,152760,1179,1026909,98.7,Asia
2025-10-31,Pune_01,Axle_Component,1125,55,0.8,76.4,46095,89804,8313,144212,1076,748896,88.0,Asia
2025-11-01,Chennai_02,Axle_Component,1120,22,3.4,75.2,56147,76239,17619,150005,1088,937856,98.1,Asia
2025-11-02,Chennai_02,Gear_Assembly,915,33,3.7,82.1,42373,67513,9327,119213,898,677990,97.8,India
2025-11-03,Bengaluru_04,Axle_Component,1274,40,3.2,90.1,39381,84558,11782,135721,1239,1033326,96.6,Europe
2025-11-04,Gurgaon_03,Axle_Component,891,43,1.8,72.6,44677,75292,22089,142058,878,775274,96.6,India
2025-11-05,Gurgaon_03,Motor_Shaft,1467,9,2.4,74.4,48289,77537,16810,142636,1447,1089591,97.5,Europe
2025-11-06,Gurgaon_03,EV_Differential,1254,50,1.3,88.2,37568,94999,16330,148897,1204,839188,90.1,India
2025-11-07,Bengaluru_04,Motor_Shaft,1419,29,2.1,74.3,50898,86577,8214,145689,1342,1197064,88.4,India
2025-11-08,Gurgaon_03,Gear_Assembly,1517,37,3.6,81.8,40141,83178,12988,136307,1460,950460,88.6,Asia
2025-11-09,Gurgaon_03,Gear_Assembly,1735,48,2.7,78.8,56192,76630,20660,153482,1671,1418679,90.8,India
